age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
40,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K
29,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
32,Government,7th-8th,4,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
39,Private,12th,8,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
38,Government,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
49,Self-employed,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,60,United-States,<=50K
42,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
45,Government,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,44,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Self-employed,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,Masters,14,Married-civ-spouse,Sales,Spouse,White,Male,0,0,60,United-States,>50K
39,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,>50K
37,Government,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,>50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,1602,20,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,Black,Male,3137,0,40,United-States,<=50K
33,Private,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,Europe,<=50K
33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,60,United-States,>50K
35,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Spouse,Black,Male,0,0,40,Latin America,>50K
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,7688,0,50,United-States,>50K
25,Private,Bachelors,13,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
77,Private,HS-grad,9,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,15,United-States,<=50K
42,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
50,Self-employed,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,60,United-States,>50K
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,Male,0,0,30,Asia,<=50K
36,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
48,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
63,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,25,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
66,Self-employed,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
77,Private,9th,5,Married-civ-spouse,Priv-house-serv,Spouse,Black,Female,0,0,10,United-States,<=50K
52,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
22,Self-employed,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
21,Government,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,36,United-States,<=50K
46,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-employed,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,47,United-States,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,24,United-States,<=50K
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,65,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Female,0,0,40,Europe,<=50K
58,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,<=50K
43,Self-employed,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,50,United-States,<=50K
62,Self-employed,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
31,Government,Preschool,1,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
27,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Self-employed,Doctorate,16,Married-civ-spouse,Exec-managerial,Spouse,White,Female,0,0,40,United-States,>50K
30,Private,9th,5,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,Latin America,<=50K
22,Self-employed,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,1579,40,United-States,<=50K
29,Government,HS-grad,9,Separated,Protective-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
64,Government,5th-6th,3,Divorced,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,<=50K
46,Government,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,>50K
17,Private,9th,5,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,35,United-States,>50K
18,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,1602,20,United-States,<=50K
48,Self-employed,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,Latin America,>50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
44,Government,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
48,Government,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
52,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,>50K
61,Government,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,9386,0,40,United-States,>50K
28,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
38,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,2176,0,25,United-States,<=50K
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1902,60,United-States,>50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Latin America,<=50K
26,Private,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,>50K
33,Self-employed,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
60,Government,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
35,Self-employed,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,35,Europe,<=50K
42,Self-employed,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,21,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,7298,0,40,United-States,>50K
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,4386,0,45,United-States,>50K
69,Self-employed,HS-grad,9,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,30,United-States,<=50K
64,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
41,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1831,0,40,Latin America,<=50K
51,Private,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,72,Canada,>50K
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,<=50K
55,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
43,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,24,United-States,>50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Government,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Female,0,1977,35,United-States,>50K
50,Private,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,24,Asia,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,44,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
54,Self-employed,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,35,United-States,<=50K
24,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
43,Government,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Self-employed,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,60,United-States,>50K
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Female,15024,0,32,United-States,>50K
39,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,50,United-States,<=50K
52,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Latin America,<=50K
29,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Female,0,0,25,United-States,<=50K
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
24,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,Latin America,<=50K
22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
49,Private,HS-grad,9,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K
20,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
74,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,10,United-States,<=50K
46,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,37,United-States,<=50K
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
30,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,45,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Asia,>50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
35,Government,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,45,United-States,<=50K
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,40,Europe,<=50K
35,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,Latin America,<=50K
54,Government,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,>50K
57,Private,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,10520,0,32,United-States,>50K
27,Government,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States,<=50K
31,Government,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
30,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Spouse,White,Female,0,0,35,Europe,<=50K
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,2415,55,United-States,>50K
70,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,80,United-States,<=50K
68,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K
29,Private,9th,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
41,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,Latin America,<=50K
40,Private,Bachelors,13,Married-spouse-absent,Transport-moving,Own-child,Other,Male,0,0,45,United-States,<=50K
23,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K
61,Private,12th,8,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,Latin America,<=50K
63,Self-employed,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Female,3908,0,40,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,42,United-States,>50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,45,Canada,>50K
25,Self-employed,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
50,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,7688,0,50,United-States,>50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,44,United-States,<=50K
33,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Self-employed,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,<=50K
41,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,50,United-States,>50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
56,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
41,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,<=50K
20,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
39,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
26,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Government,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,48,United-States,<=50K
22,Government,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States,<=50K
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,6849,0,50,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,99,United-States,>50K
41,Government,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,55,United-States,<=50K
48,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Female,7298,0,40,United-States,>50K
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,1974,40,United-States,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,50,United-States,<=50K
48,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,45,United-States,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,>50K
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,Latin America,<=50K
33,Private,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,United-States,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Other-relative,Other,Male,0,0,40,Latin America,<=50K
29,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Spouse,Black,Male,0,0,38,Latin America,<=50K
31,Private,Prof-school,15,Divorced,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
46,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0,0,15,United-States,<=50K
57,Self-employed,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,35,United-States,<=50K
27,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
73,Private,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Male,25124,0,60,United-States,>50K
40,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
27,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,<=50K
31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,13550,0,50,United-States,>50K
33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
42,Government,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,4650,0,44,United-States,<=50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Self-employed,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Latin America,<=50K
54,Self-employed,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
47,Government,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,35,United-States,<=50K
46,Self-employed,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,55,United-States,<=50K
21,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States,<=50K
30,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,39,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,1740,48,United-States,<=50K
48,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,44,United-States,<=50K
40,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Spouse,White,Male,2829,0,40,United-States,<=50K
37,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,<=50K
58,Government,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,>50K
75,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,25124,0,16,United-States,>50K
58,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
82,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
18,Private,12th,8,Never-married,Sales,Own-child,White,Male,594,0,14,United-States,<=50K
36,Self-employed,9th,5,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,30,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,45,United-States,<=50K
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
46,Self-employed,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,2036,0,60,United-States,<=50K
71,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,28,United-States,<=50K
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,45,United-States,<=50K
38,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,United-States,<=50K
37,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,<=50K
37,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,45,United-States,>50K
23,Private,Some-college,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
54,Government,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
20,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
27,Self-employed,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,1573,70,United-States,<=50K
48,Self-employed,Masters,14,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
38,Self-employed,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,3464,0,80,Europe,<=50K
32,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
31,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
65,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
38,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,24,United-States,<=50K
49,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
37,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
68,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,18,United-States,<=50K
67,Government,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,Black,Male,0,0,12,United-States,<=50K
31,Private,1st-4th,2,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Latin America,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
42,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
52,Self-employed,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
45,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
