,Id,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
6719,22999,20,Private,332931,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
6720,23000,38,Private,241153,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,48,United-States,>50K
6721,23001,54,Government,138852,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
6722,23002,23,Private,329174,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
6723,23003,41,Government,168294,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,5178,0,40,United-States,>50K
6724,23004,43,Private,191196,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
6725,23005,23,Private,103277,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
6726,23006,47,Private,110243,11th,7,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
6727,23007,32,Private,113688,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
6728,23008,29,Private,113870,1st-4th,2,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
6729,23009,32,Self-employed,281030,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
6730,23010,51,Private,129177,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
6731,23011,63,Government,168656,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,35,Outlying-US(Guam-USVI-etc),<=50K
6732,23012,49,Private,76482,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6733,23013,64,Government,388594,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,45,United-States,>50K
6734,23014,20,Government,126822,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
6735,23015,63,Self-employed,52144,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
6736,23016,24,Private,233499,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,>50K
6737,23017,22,Private,117618,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,25,United-States,<=50K
6738,23018,25,Private,323139,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
6739,23019,19,Private,143867,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
6740,23020,28,Private,190836,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,3411,0,40,United-States,<=50K
6741,23021,48,Private,123075,Assoc-voc,11,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,>50K
6742,23022,57,Private,114495,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,<=50K
6743,23023,26,Private,273792,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
6744,23024,35,Government,89040,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
6745,23025,32,Private,231043,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,5178,0,48,United-States,>50K
6746,23026,56,Private,156052,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,594,0,20,United-States,<=50K
6747,23027,23,Private,428299,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
6748,23028,58,Private,366324,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,Female,0,0,30,United-States,<=50K
6749,23029,29,Private,162312,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,United-States,<=50K
6750,23030,46,Government,332727,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
6751,23031,41,Government,222434,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,<=50K
6752,23032,32,Government,84119,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6753,23033,63,Private,154526,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
6754,23034,23,Private,40060,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,<=50K
6755,23035,49,Private,195554,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,44,United-States,<=50K
6756,23036,53,Government,53197,Doctorate,16,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,50,United-States,>50K
6757,23037,38,Private,234962,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,2829,0,30,Latin America,<=50K
6758,23038,21,Private,249727,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,22,United-States,<=50K
6759,23039,36,Government,150309,Assoc-voc,11,Married-civ-spouse,Transport-moving,Spouse,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
6760,23040,24,Private,117167,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,United-States,<=50K
6761,23041,37,Self-employed,137314,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,<=50K
6762,23042,42,Government,186909,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,White,Female,0,0,45,United-States,>50K
6763,23043,63,Private,135339,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,Male,2105,0,40,Asia,<=50K
6764,23044,25,Private,134821,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
6765,23045,36,Private,257691,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
6766,23046,37,Private,405723,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,Latin America,<=50K
6767,23047,41,Self-employed,97277,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,<=50K
6768,23048,45,Government,192684,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
6769,23049,26,Private,102264,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
6770,23050,50,Private,155574,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
6771,23051,48,Private,232840,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K
6772,23052,36,Private,203482,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
6773,23053,29,Private,405177,10th,6,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
6774,23054,30,Private,361817,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
6775,23055,34,Private,157165,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
6776,23056,54,Self-employed,71344,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
6777,23057,43,Private,185129,Bachelors,13,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
6778,23058,31,Government,34862,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
6779,23059,57,Self-employed,353808,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,60,United-States,>50K
6780,23060,38,Private,159179,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6781,23061,36,Private,155537,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6782,23062,21,Self-employed,318987,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,40,United-States,<=50K
6783,23063,57,Self-employed,413373,Doctorate,16,Married-civ-spouse,Sales,Spouse,White,Male,0,1902,40,United-States,>50K
6784,23064,34,Private,226443,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
6785,23065,34,Private,118551,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
6786,23066,33,Private,220860,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
6787,23067,21,Private,34506,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
6788,23068,17,Private,38611,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,23,United-States,<=50K
6789,23069,21,Private,254904,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K
6790,23070,58,Private,127264,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,<=50K
6791,23071,50,Private,189183,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
6792,23072,22,Private,215477,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
6793,23073,36,Private,269722,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,55,United-States,>50K
6794,23074,23,Private,182494,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
6795,23075,67,Private,150264,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,20,Canada,>50K
6796,23076,41,Private,195897,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,50,United-States,<=50K
6797,23077,30,Private,251120,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
6798,23078,20,Private,217421,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
6799,23079,29,Private,163003,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2202,0,40,Asia,<=50K
6800,23080,54,Private,115602,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Black,Female,0,0,40,United-States,<=50K
6801,23081,44,Government,181344,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,Black,Male,0,0,38,United-States,>50K
6802,23082,30,Private,188146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,5013,0,40,United-States,<=50K
6803,23083,49,Private,101320,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,United-States,<=50K
6804,23084,49,Private,149949,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K
6805,23085,60,Private,142922,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,<=50K
6806,23086,47,Private,217509,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,45,Asia,<=50K
6807,23087,46,Self-employed,224108,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Female,0,0,50,United-States,<=50K
6808,23088,58,Self-employed,87510,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6809,23089,21,Private,212114,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,United-States,<=50K
6810,23090,63,Private,29859,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1485,40,United-States,>50K
6811,23091,53,Private,197492,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
6812,23092,44,Private,188331,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K
6813,23093,38,Private,119741,Masters,14,Married-civ-spouse,Craft-repair,Spouse,Black,Male,0,0,40,United-States,>50K
6814,23094,38,Private,32916,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,55,United-States,>50K
6815,23095,33,Private,55717,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
6816,23096,50,Private,240612,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,<=50K
6817,23097,23,Private,410439,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K
6818,23098,40,Private,105936,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
6819,23099,19,Government,53220,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
6820,23100,43,Self-employed,89636,Bachelors,13,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,Female,0,0,60,Latin America,<=50K
6821,23101,53,Private,242859,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,40,Latin America,<=50K
6822,23102,45,Government,312678,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,38,United-States,<=50K
6823,23103,57,Self-employed,180211,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,0,0,50,Asia,>50K
6824,23104,31,Private,109020,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Male,0,0,40,United-States,<=50K
6825,23105,46,Self-employed,110015,7th-8th,4,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,75,Europe,<=50K
6826,23106,42,Private,121055,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
6827,23107,44,Government,151089,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
6828,23108,34,Private,90705,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,Male,0,1485,40,United-States,<=50K
6829,23109,59,Self-employed,178353,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
6830,23110,30,Private,283767,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
6831,23111,28,Private,188711,Bachelors,13,Never-married,Transport-moving,Unmarried,White,Male,0,0,20,United-States,<=50K
6832,23112,33,Private,171215,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
6833,23113,28,Private,277746,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
6834,23114,43,Government,196308,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
6835,23115,56,Private,200235,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,48,United-States,>50K
6836,23116,35,Private,331395,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
6837,23117,29,Private,83003,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Female,0,0,40,United-States,<=50K
6838,23118,47,Self-employed,79627,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,50,United-States,>50K
6839,23119,74,Private,183701,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States,<=50K
6840,23120,33,Government,117963,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,<=50K
6841,23121,35,Private,292185,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
6842,23122,40,Government,153489,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,3137,0,40,United-States,<=50K
6843,23123,47,Private,264052,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,50,United-States,>50K
6844,23124,65,Private,79272,Some-college,10,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,6,United-States,<=50K
6845,23125,51,Government,174102,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,>50K
6846,23126,27,Private,110931,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
6847,23127,29,Private,265638,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
6848,23128,50,Private,172052,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,0,0,35,Latin America,>50K
6849,23129,33,Private,168981,Masters,14,Divorced,Exec-managerial,Own-child,White,Female,14084,0,50,United-States,>50K
6850,23130,18,Private,132652,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
6851,23131,49,Government,72619,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
6852,23132,37,Self-employed,258037,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,45,Latin America,>50K
6853,23133,23,Private,69911,Preschool,1,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
6854,23134,48,Private,175221,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
6855,23135,27,Private,252506,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
6856,23136,53,Private,47396,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6857,23137,21,Private,231931,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
6858,23138,47,Government,31339,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
6859,23139,32,Private,169589,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,>50K
6860,23140,54,Private,311020,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,50,United-States,<=50K
6861,23141,36,Private,156780,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
6862,23142,20,Private,279538,11th,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,2961,0,35,United-States,<=50K
6863,23143,44,Private,32000,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,18,United-States,>50K
6864,23144,56,Self-employed,179594,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,48,United-States,<=50K
6865,23145,36,Government,147258,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
6866,23146,32,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,1672,40,United-States,<=50K
6867,23147,18,Private,261276,Some-college,10,Never-married,Craft-repair,Own-child,Black,Female,0,1602,40,Asia,<=50K
6868,23148,61,Private,180418,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,>50K
6869,23149,44,Self-employed,220230,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Black,Male,0,0,48,United-States,<=50K
6870,23150,21,Private,143995,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
6871,23151,34,Private,153927,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6872,23152,30,Private,137606,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,5013,0,40,United-States,<=50K
6873,23153,34,Private,159255,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,>50K
6874,23154,34,Private,157289,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
6875,23155,43,Government,147328,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,1977,60,United-States,>50K
6876,23156,24,Private,29810,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
6877,23157,39,Government,239119,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Latin America,<=50K
6878,23158,60,Government,55621,Assoc-acdm,12,Married-civ-spouse,Other-service,Spouse,Black,Male,0,0,40,United-States,<=50K
6879,23159,31,Private,226443,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
6880,23160,41,Government,144928,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
6881,23161,27,Government,151626,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
6882,23162,43,Government,192712,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Female,0,0,40,United-States,>50K
6883,23163,24,Private,169624,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,37,United-States,<=50K
6884,23164,52,Private,248113,Preschool,1,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,40,Latin America,<=50K
6885,23165,25,Private,95691,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,Latin America,<=50K
6886,23166,22,Private,167787,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
6887,23167,30,Private,95299,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,>50K
6888,23168,30,Private,103435,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
6889,23169,53,Private,168107,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
6890,23170,17,Private,332666,10th,6,Never-married,Exec-managerial,Own-child,White,Female,0,0,4,United-States,<=50K
6891,23171,33,Private,153151,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States,<=50K
6892,23172,33,Private,41610,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
6893,23173,34,Government,175856,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
6894,23174,36,Private,224531,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
6895,23175,60,Private,206339,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
6896,23176,63,Self-employed,29859,7th-8th,4,Married-civ-spouse,Farming-fishing,Spouse,White,Male,7688,0,60,United-States,>50K
6897,23177,47,Private,277545,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
6898,23178,36,Private,111128,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,45,United-States,<=50K
6899,23179,45,Private,148900,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,>50K
6900,23180,52,Self-employed,173754,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,60,United-States,>50K
6901,23181,32,Private,182323,9th,5,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6902,23182,43,Private,184846,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,60,United-States,<=50K
6903,23183,69,Private,628797,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,20,United-States,<=50K
6904,23184,50,Government,308764,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
6905,23185,17,Private,110723,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
6906,23186,17,Private,182158,10th,6,Never-married,Priv-house-serv,Own-child,White,Male,0,0,30,United-States,<=50K
6907,23187,43,Private,169628,Bachelors,13,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,>50K
6908,23188,33,Private,229716,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
6909,23189,42,Private,161510,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,7298,0,40,United-States,>50K
6910,23190,32,Private,198660,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
6911,23191,65,Private,420277,Some-college,10,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,<=50K
6912,23192,22,Private,141698,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
6913,23193,90,Private,206667,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Female,0,0,40,United-States,>50K
6914,23194,56,Private,257555,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
6915,23195,58,Private,169982,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
6916,23196,36,Private,187046,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
6917,23197,28,Private,183780,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,1740,40,United-States,<=50K
6918,23198,36,Private,41624,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,70,Latin America,<=50K
6919,23199,24,Private,26671,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
6920,23200,31,Private,142038,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Female,0,0,45,United-States,<=50K
6921,23201,35,Private,89508,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,50,United-States,>50K
6922,23202,22,Government,39236,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,594,0,25,United-States,<=50K
6923,23203,65,Private,192825,7th-8th,4,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,25,United-States,<=50K
6924,23204,49,Private,195727,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
6925,23205,40,Private,65866,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,213,40,United-States,<=50K
6926,23206,66,Self-employed,104576,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,8,United-States,>50K
6927,23207,44,Self-employed,104892,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,58,United-States,>50K
6928,23208,32,Private,53277,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,>50K
6929,23209,46,Government,213668,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
6930,23210,59,Government,238431,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
6931,23211,40,Self-employed,157240,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Female,15024,0,30,Asia,>50K
6932,23212,40,Private,171424,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
6933,23213,34,Private,228873,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
6934,23214,34,Private,153614,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,45,United-States,>50K
6935,23215,25,Private,242700,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,10520,0,50,United-States,>50K
6936,23216,44,Private,755858,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,70,United-States,>50K
6937,23217,38,Self-employed,245090,9th,5,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,Latin America,<=50K
6938,23218,56,Self-employed,249368,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
6939,23219,34,Private,581071,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,>50K
